institute_code,prior_label,final_label,source_page,change_reason
MP046,Kaushal Vikas Punarwas Rojgar,Kaushal Vikas Punarwas Rojgar,40,normalized label matched source text
MP047,Mahakaushal University,Mahakaushal University,40,normalized label matched source text
MP048,Dr. Singh College of Special Education (Run by Dr. Singh Shikshan Samiti) Danish Kunj road,Dr. Singh College of Special Education (Run by Dr. Singh Shikshan Samiti) Danish Kunj road,40,normalized label matched source text
MP049,Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya Chitrakoot,Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya Chitrakoot,40,normalized label matched source text
MP050,Dr. Preeti Global University,Dr. Preeti Global University,40,normalized label matched source text
MP051,Department of Allied and Rehabilitation Sciences Amaltas University Village - Bangar,Department of Allied and Rehabilitation Sciences Amaltas University Village - Bangar,41,normalized label matched source text
MP052,Malwanchal University NH 59 A Index City,Malwanchal University NH 59 A Index City,41,normalized label matched source text
MP053,PRAMJYOTIA DIVYANGJAN REHABILITATION COLLEGE & RESEARCH CENTRE (PDRCRC) NEAR COLLECTOR OFFICE DISTRICT SATNA,PRAMJYOTIA DIVYANGJAN REHABILITATION COLLEGE & RESEARCH CENTRE (PDRCRC) NEAR COLLECTOR OFFICE DISTRICT SATNA,41,normalized label matched source text
MP054,Savitribai Phule National Institute of Women and Child Development,Savitribai Phule National Institute of Women and Child Development,41,normalized label matched source text
MH002,All India Institute of Physical Medicine and Rehabilitation(A.I.I.P.M.R),All India Institute of Physical Medicine and Rehabilitation(A.I.I.P.M.R),41,normalized label matched source text
MH003,Ali Yavar Jung National Institute of Speech and Hearing Disabilities (Divyangjan),Ali Yavar Jung National Institute of Speech and Hearing Disabilities (Divyangjan),41,normalized label matched source text
MH004,Topiwala National Medical College,Topiwala National Medical College,42,normalized label matched source text
MH005,National Institute for the Empowerment of Persons With Intellectual Disability (Divyangajan) Regional Centre,National Institute for the Empowerment of Persons With Intellectual Disability (Divyangajan) Regional Centre,42,normalized label matched source text
MH009,Prabodhini Trust,Prabodhini Trust,42,normalized label matched source text
MH017,Wai Akshar Institute,Wai Akshar Institute,42,normalized label matched source text
MH020,S.N.D.T. Women’s University,S.N.D.T. Women’s University,42,normalized label matched source text
MH021,Dilkush Teachers Training in Special Education Church Road,Dilkush Teachers Training in Special Education Church Road,43,normalized label matched source text
MH022,Hashu Advani College of Special Education,Hashu Advani College of Special Education,43,normalized label matched source text
MH023,Pandurang Shamrao Mulgaonkar Vishesh Shikshan Adhyapak Mahavidyalaya,Pandurang Shamrao Mulgaonkar Vishesh Shikshan Adhyapak Mahavidyalaya,43,normalized label matched source text
MH024,Ayodhya Charitable Trust’s,Ayodhya Charitable Trust’s,43,normalized label matched source text
MH025,Helen Keller’s Institute of Deaf & Deaf Blind,Helen Keller’s Institute of Deaf & Deaf Blind,43,normalized label matched source text
MH026,National Association for the Blind,National Association for the Blind,43,normalized label matched source text
MH030,Shri Samarth Vyayam Mandal,Shri Samarth Vyayam Mandal,43,normalized label matched source text
MH031,Sai Education Society At Post - Gijawane. Tal. Gadhinglaj. Dist Kolhapur,Sai Education Society At Post - Gijawane. Tal. Gadhinglaj. Dist Kolhapur,43,normalized label matched source text
MH032,Yashratna College of Special education Mental Retardation,Yashratna College of Special education Mental Retardation,44,normalized label matched source text
MH033,Asha College of Special Education Asha Bhavan,Asha College of Special Education Asha Bhavan,44,normalized label matched source text
MH036,Adarsh Sanskar College of Special Education,Adarsh Sanskar College of Special Education,44,normalized label matched source text
MH038,Bharati Vidyapeeth,Bharati Vidyapeeth,44,normalized label matched source text
MH039,Akhil Maharashtra Gramin Shikshan Vikas Mandal’s Sharadchandra Pawar College of Special Education At Jatwada Road Gate No. 36,Akhil Maharashtra Gramin Shikshan Vikas Mandal’s Sharadchandra Pawar College of Special Education At Jatwada Road Gate No. 36,44,normalized label matched source text
MH043,Cochlea Pune for Hearing & Speech,Cochlea Pune for Hearing & Speech,44,normalized label matched source text
MH045,Shri Sant Gadgebaba Shikshan Sanstha,Shri Sant Gadgebaba Shikshan Sanstha,44,normalized label matched source text
MH046,Shri. Balaji Shikshan Prasarak Mandal,Shri. Balaji Shikshan Prasarak Mandal,44,normalized label matched source text
MH048,Jeevoday Education’s Society Jeevoday College of Special Education (MR) Residency Road,Jeevoday Education’s Society Jeevoday College of Special Education (MR) Residency Road,45,normalized label matched source text
MH050,Dr. Babasahab Ambedkar Teachers Training Institute,Dr. Babasahab Ambedkar Teachers Training Institute,45,normalized label matched source text
MH054,Aadhar Shikshan Va Gramin Vikas Mandal’s Sai Seva Teachers Training Centre DSE (MR),Aadhar Shikshan Va Gramin Vikas Mandal’s Sai Seva Teachers Training Centre DSE (MR),45,normalized label matched source text
MH055,Professional Assistants for National Developing Assets (PANDA),Professional Assistants for National Developing Assets (PANDA),45,normalized label matched source text
MH057,Rashtriya Drushtihin Shikshan & Punarvas Sanstha At Mohite Nagar Near Gajanan Maharaj Temple Nagalwadi Hingana Wadhdhamna - Wanadongiri,Rashtriya Drushtihin Shikshan & Punarvas Sanstha At Mohite Nagar Near Gajanan Maharaj Temple Nagalwadi Hingana Wadhdhamna - Wanadongiri,45,normalized label matched source text
MH060,Acharya Balashastri Jambhekar College of Special Education,Acharya Balashastri Jambhekar College of Special Education,45,normalized label matched source text
MH061,Yashoda Shikshan Prasarak Mandal’s,Yashoda Shikshan Prasarak Mandal’s,45,normalized label matched source text
MH066,Shri Gajanan Maharaj College of Special Education for Mental Retardation,Shri Gajanan Maharaj College of Special Education for Mental Retardation,45,normalized label matched source text
MH064,Dr. Sarvapalli Radhakrishnan College of Special Education,Dr. Sarvapalli Radhakrishnan College of Special Education,45,normalized label matched source text
MH071,Shri Sadguru Saibaba Seva Trust’s College of Special Education (H.I) Survey No. 161/13,Shri Sadguru Saibaba Seva Trust’s College of Special Education (H.I) Survey No. 161/13,46,normalized label matched source text
MH075,Eshwari Bai Lund Training Centre for DSE (MR) College,Eshwari Bai Lund Training Centre for DSE (MR) College,46,normalized label matched source text
MH077,The Deaf & Dumb Relief Association,The Deaf & Dumb Relief Association,46,normalized label matched source text
MH078,Jeevan Vikas Pratisthan’s Institute of Special Education Rehabilitation Research & Training Center,Jeevan Vikas Pratisthan’s Institute of Special Education Rehabilitation Research & Training Center,46,normalized label matched source text
MH083,Tata Institute of Social Sciences V.N. Purav Marg,Tata Institute of Social Sciences V.N. Purav Marg,46,normalized label matched source text
MH084,Vidyaniketan Social Cultural Educational Multi- Objectal Oriented Society,Vidyaniketan Social Cultural Educational Multi- Objectal Oriented Society,46,normalized label matched source text
MH089,Chamundamata Bahuuddeshjiya Vikas Parisar Dhule Tal Dist Dhule (Maharashtra) Run By:- Parishram Residential Mental Retard Boys School,Chamundamata Bahuuddeshjiya Vikas Parisar Dhule Tal Dist Dhule (Maharashtra) Run By:- Parishram Residential Mental Retard Boys School,46,normalized label matched source text
MH090,‘Light House’ Special teachers Training Centre,‘Light House’ Special teachers Training Centre,46,normalized label matched source text
MH091,Yash Special Teacher Training Institute Kawtha,Yash Special Teacher Training Institute Kawtha,46,normalized label matched source text
MH094,Manudevi Foundation,Manudevi Foundation,46,normalized label matched source text
MH095,Swami Vivekanand College of Special Education,Swami Vivekanand College of Special Education,46,normalized label matched source text
MH096,National Association for the Blind,National Association for the Blind,46,normalized label matched source text
MH097,Shri Swami Samartha Special Teacher Training Institute,Shri Swami Samartha Special Teacher Training Institute,46,normalized label matched source text
MH101,Mahatama Gandhi Mission Institute of Health Sciences,Mahatama Gandhi Mission Institute of Health Sciences,47,normalized label matched source text
MH102,SOPAN (Society of Parents of Children with Autistic 1st Disorders),SOPAN (Society of Parents of Children with Autistic Disorders),47,corrected from source name/address column
MH104,Amity Instititute of Behavioural an dAllied Scienced (AIBAS) Amity University Bhatan,Amity Instititute of Behavioural an dAllied Scienced (AIBAS) Amity University Bhatan,47,normalized label matched source text
MH105,Department of Mental Health Institute of Naval Medicine,Department of Mental Health Institute of Naval Medicine,47,normalized label matched source text
MH107,Composite Regional Centre -SDR & PWDs Nagpur Krida Prabodhini Hall,Composite Regional Centre -SDR & PWDs Nagpur Krida Prabodhini Hall,47,normalized label matched source text
MH108,Maharashtra Institute of Mental Health,Maharashtra Institute of Mental Health,47,normalized label matched source text
MH109,S.N.D.T. College of Education Maharshi Karve Vidya Vihar,S.N.D.T. College of Education Maharshi Karve Vidya Vihar,47,normalized label matched source text
MH110,Late Smt. Shakuntala Rajmane College of Spl.Edn. (Aadhar Shikshan Sanstha) At/Po- Tasgaon,Late Smt. Shakuntala Rajmane College of Spl.Edn. (Aadhar Shikshan Sanstha) At/Po- Tasgaon,47,normalized label matched source text
MH111,Aastha charitable Institute and Sanwad Speech Hearing Clinic and Research Foundation Rajeev College of Speech and Hearing,Aastha charitable Institute and Sanwad Speech Hearing Clinic and Research Foundation Rajeev College of Speech and Hearing,47,normalized label matched source text
MH112,Late Kalindibai Pande Matimand Niwasi Vidyalay (Shri Sant Gadgebaba Shikshan Sanstha) Pachora Dist- Jalgoan,Late Kalindibai Pande Matimand Niwasi Vidyalay (Shri Sant Gadgebaba Shikshan Sanstha) Pachora Dist- Jalgoan,47,normalized label matched source text
MH113,Chhatrapati Shivaji Maharaj University Located Near Shedung Toll Plaza Panvel,Chhatrapati Shivaji Maharaj University Located Near Shedung Toll Plaza Panvel,47,normalized label matched source text
MH114,Savitribai Phule Pune University,Savitribai Phule Pune University,47,normalized label matched source text
MH115,Artificial Limb Centre,Artificial Limb Centre,47,normalized label matched source text
MH116,Richardson Leprosy Hospital a unit of The Leprosy Mission Trust India,Richardson Leprosy Hospital a unit of The Leprosy Mission Trust India,47,normalized label matched source text
MZ001,,"National Institute for the Orthopaedically Handicapped, North Eastern Regional Centre",48,corrected from source name/address column
MZ003,State Council of Educational Research and Training,State Council of Educational Research and Training,48,normalized label matched source text
MZ004,Mizoram University,Mizoram University,48,normalized label matched source text
MN001,All Manipur Mentally Handicapped Person’s Welfare Organisation,All Manipur Mentally Handicapped Person’s Welfare Organisation,48,normalized label matched source text
MN002,Regional Institute of Medical Sciences,Regional Institute of Medical Sciences,48,normalized label matched source text
MN003,Spastic Society of Manipur,Spastic Society of Manipur,48,normalized label matched source text
MN004,Bir Tikendrajit Univeristy,Bir Tikendrajit Univeristy,48,normalized label matched source text
MN005,Composite Regional Center for Skill Development,Composite Regional Center for Skill Development,48,normalized label matched source text
MG001,Montfort Centre for Education,Montfort Centre for Education,48,normalized label matched source text
MG004,Composite Regional Centre for Skill Development,Composite Regional Centre for Skill Development,48,normalized label matched source text
MG005,Mahatma Gandhi University (MGU) 13th Mile,Mahatma Gandhi University (MGU) 13th Mile,49,normalized label matched source text
OR001,State Institute of Special Education & Research (SISER),State Institute of Special Education & Research (SISER),49,normalized label matched source text
OR002,Jewels international’s Chetana College of Special Education,Jewels international’s Chetana College of Special Education,49,normalized label matched source text
OR003,Swami Vivekanand National Institute of Rehabilitation Training and Research,Swami Vivekanand National Institute of Rehabilitation Training and Research,49,normalized label matched source text
OR004,Regional Centre,Regional Centre,49,normalized label matched source text
OR005,Open Learning System,Open Learning System,49,normalized label matched source text
OR006,Institute of Health Sciences,Institute of Health Sciences,49,normalized label matched source text
OR008,Chakradhara Institute of Rehabilitation Science,Chakradhara Institute of Rehabilitation Science,50,normalized label matched source text
OR009,International Institute of Rehabilitation Sciences & Research (IIRS&R),International Institute of Rehabilitation Sciences & Research (IIRS&R),50,normalized label matched source text
OR010,Bijupatnaik Institute of Industrial Rehabilitation Training & Research,Bijupatnaik Institute of Industrial Rehabilitation Training & Research,50,normalized label matched source text
OR012,D. P. Mishra Institute for Advance Studies in Special Education & Technology,D. P. Mishra Institute for Advance Studies in Special Education & Technology,50,normalized label matched source text
OR013,Jagat Bandhu Biswa Bharati Sikshya Niketan (JBSSN),Jagat Bandhu Biswa Bharati Sikshya Niketan (JBSSN),50,normalized label matched source text
OR015,Nilachal Seva Pratishthan,Nilachal Seva Pratishthan,50,normalized label matched source text
OR017,School of Rehabilitation & Social Sciences (A Unit of Seva Foundation) At/P.O. Dhenkkikate,School of Rehabilitation & Social Sciences (A Unit of Seva Foundation) At/P.O. Dhenkkikate,51,normalized label matched source text
OR018,Pingalakhi College of Special Education At/PO - Nimapara,Pingalakhi College of Special Education At/PO - Nimapara,51,normalized label matched source text
OR019,Binodini Special B.Ed. College,Binodini Special B.Ed. College,51,normalized label matched source text
OR020,Mental Health Institute (COE in Mental health) SCB Medical College & Hospital,Mental Health Institute (COE in Mental health) SCB Medical College & Hospital,51,normalized label matched source text
OR022,Namita Devi Special B.Ed. College,Namita Devi Special B.Ed. College,51,normalized label matched source text
OR023,Prachi Mahavidyalaya for Special Education,Prachi Mahavidyalaya for Special Education,51,normalized label matched source text
OR024,Union for Learning Training and Reformative Activities (ULTRA) AT Post - Sagarguan,Union for Learning Training and Reformative Activities (ULTRA) AT Post - Sagarguan,51,normalized label matched source text
OR025,Seva Training Centre for Teacher of the Mentally Retarded (A Unit of Seva),Seva Training Centre for Teacher of the Mentally Retarded (A Unit of Seva),51,normalized label matched source text
OR026,Sainath Institute of Special Education,Sainath Institute of Special Education,51,normalized label matched source text
OR027,Jewel’s International Chetana College of Special Education,Jewel’s International Chetana College of Special Education,51,normalized label matched source text
OR028,Association for Social Recronstructive Activities (ASRA) At-Singarpur,Association for Social Recronstructive Activities (ASRA) At-Singarpur,52,normalized label matched source text
OR029,Orissa Association for the Blind,Orissa Association for the Blind,52,normalized label matched source text
OR030,Sri Jagannath Institute of Spl. Edu. Handicapped Welfare Organisation,Sri Jagannath Institute of Spl. Edu. Handicapped Welfare Organisation,52,normalized label matched source text
OR031,Jibanjyoti College of Special Education,Jibanjyoti College of Special Education,52,normalized label matched source text
OR032,The Welfare Society for the Disable of Orissa,The Welfare Society for the Disable of Orissa,52,normalized label matched source text
OR033,GITA Special Training Center for Disabled,GITA Special Training Center for Disabled,52,normalized label matched source text
OR034,Nehru Sewa Sangh,Nehru Sewa Sangh,52,normalized label matched source text
OR035,Kabi Narsingh Math Blind Deaf & MR School Bakilikana,Kabi Narsingh Math Blind Deaf & MR School Bakilikana,52,normalized label matched source text
OR036,Association for Voluntary Action(AVA) At-Dampur,Association for Voluntary Action(AVA) At-Dampur,52,normalized label matched source text
OR037,CRSR College of Special Education Centre for Rehabilitation Services and Research,CRSR College of Special Education Centre for Rehabilitation Services and Research,52,normalized label matched source text
OR038,Aswasana College of Rehabilitation Science,Aswasana College of Rehabilitation Science,52,normalized label matched source text
OR039,ASRA Teahcers Training College in Special Educaiton (Managed by Association for Social Reconstructive Activities) At-Sigharpur,ASRA Teahcers Training College in Special Educaiton (Managed by Association for Social Reconstructive Activities) At-Sigharpur,52,normalized label matched source text
OR040,Patitapaban Seva Sansthan At Post- Chandrapada,Patitapaban Seva Sansthan At Post- Chandrapada,52,normalized label matched source text
OR041,Composite Regional Centre for Skill Development,Composite Regional Centre for Skill Development,52,normalized label matched source text
PD001,School of Rehabilitation and Behavioural Sciences,School of Rehabilitation and Behavioural Sciences,52,normalized label matched source text
PD003,Jawaharlal Institute of Post Graduate Medical Education and Research (JIPMER),Jawaharlal Institute of Post Graduate Medical Education and Research (JIPMER),53,normalized label matched source text
PD004,Vinayaka Mission’s Research Foundation (Deemed University),Vinayaka Mission’s Research Foundation (Deemed University),53,normalized label matched source text
PD005,Pondichery University (A Central University) R V Nagar,Pondichery University (A Central University) R V Nagar,53,normalized label matched source text
PB001,Training centre for Teachers of the Visually Handicapped,Training centre for Teachers of the Visually Handicapped,53,normalized label matched source text
PB003,Navjivini Institute of Special Education & Research,Navjivini Institute of Special Education & Research,53,normalized label matched source text
PB004,Umang Red Cross Institute of Spl. Edu. Baba Farid Cultural Center,Umang Red Cross Institute of Spl. Edu. Baba Farid Cultural Center,53,normalized label matched source text
PB006,Jagjit Singh Sachdeva Asha Kiran Special School (Project of Asha Deep Welfare Society Regd.) V.P.O Jahankhelan,Jagjit Singh Sachdeva Asha Kiran Special School (Project of Asha Deep Welfare Society Regd.) V.P.O Jahankhelan,53,normalized label matched source text
PB007,Baba Kundan Rural College of Education,Baba Kundan Rural College of Education,53,normalized label matched source text
PB008,St. Francis home (Regd.) Society Pathankot,St. Francis home (Regd.) Society Pathankot,53,normalized label matched source text
PB010,B.C.M. College of Education,B.C.M. College of Education,53,normalized label matched source text
PB011,Guru Gobind Singh Medical College and Hospital,Guru Gobind Singh Medical College and Hospital,54,normalized label matched source text
PB012,Bhagat Puran Singh Institute for Special Need,Bhagat Puran Singh Institute for Special Need,54,normalized label matched source text
PB013,Speaking Hand Welfare Foundation,Speaking Hand Welfare Foundation,54,normalized label matched source text
PB014,All India Pingalwara Charitable Society (Regd) Tehsil - Pura,All India Pingalwara Charitable Society (Regd) Tehsil - Pura,54,normalized label matched source text
PB015,Dayanand Medical College & Hospital Tagore Nagar,Dayanand Medical College & Hospital Tagore Nagar,54,normalized label matched source text
PB016,"College of Paramedical Sciences, Adesh University","College of Paramedical Sciences, Adesh University",54,normalized label matched source text
PB017,Sri Guru Ram Das University of Health Sciences,Sri Guru Ram Das University of Health Sciences,54,normalized label matched source text
PB018,Department of Education (SOE),Department of Education (SOE),54,normalized label matched source text
PB019,Gyandeep Welfare and Rehabilitation Society Adarsh Nagar,Gyandeep Welfare and Rehabilitation Society Adarsh Nagar,54,normalized label matched source text
PB020,Desh Bhagat University,Desh Bhagat University,54,normalized label matched source text
PB021,Amity University (Amity School of Education and Research) Sector 82A,Amity University (Amity School of Education and Research) Sector 82A,54,normalized label matched source text
PB022,Punjabi University,Punjabi University,54,normalized label matched source text
PB023,Lovely Professional University,Lovely Professional University,54,normalized label matched source text
PB024,Savitribai Phule National Institute of Women and Child Development,Savitribai Phule National Institute of Women and Child Development,55,normalized label matched source text
RJ002,Sri Jagdamba Education & Research Institute Run by L.K.C. Shri Jagdamba Andh Vidyalaya Samiti Hanumangarh Road,Sri Jagdamba Education & Research Institute Run by L.K.C. Shri Jagdamba Andh Vidyalaya Samiti Hanumangarh Road,55,normalized label matched source text
RJ004,Research Education And Audiological Development Society (READS),Research Education And Audiological Development Society (READS),55,normalized label matched source text
RJ005,"DISHA, A Resource Centre for the Disabled","DISHA, A Resource Centre for the Disabled",55,normalized label matched source text
RJ006,Prayas: Centre for Special Education & Vocational Training,Prayas: Centre for Special Education & Vocational Training,55,normalized label matched source text
RJ007,Jai Narain Vyas University Jodhpur,Jai Narain Vyas University Jodhpur,55,normalized label matched source text
RJ008,Rajasthan Mahila Kalyan Mandal,Rajasthan Mahila Kalyan Mandal,55,normalized label matched source text
RJ011,Karam Mano Vikas Sansthan,Karam Mano Vikas Sansthan,56,normalized label matched source text
RJ013,Ajay Leela Special Teachers Training College Run by.:- Netraheen Vikas Sansthan,Ajay Leela Special Teachers Training College Run by.:- Netraheen Vikas Sansthan,56,normalized label matched source text
RJ015,Manav Dharam Mentally Retarded Teachers Training Centre,Manav Dharam Mentally Retarded Teachers Training Centre,56,normalized label matched source text
RJ017,Amity Institute of Behavioural & Allied Sciences (AIBAS) Amity University Rajasthan Kant Kalwar,Amity Institute of Behavioural & Allied Sciences (AIBAS) Amity University Rajasthan Kant Kalwar,56,normalized label matched source text
RJ018,Tapovan Manovikas Vidyalaya,Tapovan Manovikas Vidyalaya,56,normalized label matched source text
RJ019,Society for welfare of Mentally Handicapped,Society for welfare of Mentally Handicapped,57,normalized label matched source text
RJ021,Navjyoti Manovikas Kendra,Navjyoti Manovikas Kendra,57,normalized label matched source text
RJ022,Dashrath Manovikas Sansthan,Dashrath Manovikas Sansthan,57,normalized label matched source text
RJ023,Panna Dhay Hearing Impaired Teachers Training Center,Panna Dhay Hearing Impaired Teachers Training Center,57,normalized label matched source text
RJ025,Gurukul Spastic Society,Gurukul Spastic Society,57,normalized label matched source text
RJ026,Chaitanya Seva Sansthan Near Gomti Das Temple,Chaitanya Seva Sansthan Near Gomti Das Temple,57,normalized label matched source text
RJ027,Umang ¾ Kabir Avenue,Umang ¾ Kabir Avenue,57,normalized label matched source text
RJ028,Garima Special School Samiti 91-92,Garima Special School Samiti 91-92,57,normalized label matched source text
RJ029,Shri Sainath Manovikas Sansthan,Shri Sainath Manovikas Sansthan,57,normalized label matched source text
RJ031,SONA VIKLANG PUNERWAS AVOM SODH SANSTHAN,SONA VIKLANG PUNERWAS AVOM SODH SANSTHAN,57,normalized label matched source text
RJ032,Department of Rehabilitation Sciences,Department of Rehabilitation Sciences,57,normalized label matched source text
RJ033,Society for education conscientisation awareness and training (Ecat Bodhgram),Society for education conscientisation awareness and training (Ecat Bodhgram),58,normalized label matched source text
RJ034,Diya Institute of Special Education & Research,Diya Institute of Special Education & Research,58,normalized label matched source text
RJ035,Nirmal Special Teacher Training College Mundari Village - Mundari District - Jhalawar,Nirmal Special Teacher Training College Mundari Village - Mundari District - Jhalawar,58,normalized label matched source text
RJ036,Nav Chetna Mansik Viklang and mook badhir vidhyalya Samiti 331,Nav Chetna Mansik Viklang and mook badhir vidhyalya Samiti 331,58,normalized label matched source text
RJ037,Sambal Samiti Jaipur C-96,Sambal Samiti Jaipur C-96,58,normalized label matched source text
RJ039,MANAV DHARAM SPECIAL EDUCATION TEACHERS TRAINING CENTER PANWAR ROAD NH 12 DEOLI DISTRICT TONK RAJASTHAN 304804,MANAV DHARAM SPECIAL EDUCATION TEACHERS TRAINING CENTER PANWAR ROAD NH 12 DEOLI DISTRICT TONK RAJASTHAN 304804,58,normalized label matched source text
RJ040,ISHOM SPECIAL TEACHER TRAINING CENTER SUJANGARH BYE PASS ROAD,ISHOM SPECIAL TEACHER TRAINING CENTER SUJANGARH BYE PASS ROAD,58,normalized label matched source text
RJ041,Salasar Balaji B.Ed.College behind,Salasar Balaji B.Ed.College behind,58,normalized label matched source text
RJ042,Shekhawati Teachers Training Institute,Shekhawati Teachers Training Institute,58,normalized label matched source text
RJ044,Yogesh Shekshik Punarwas Awam Shodh Sansthan,Yogesh Shekshik Punarwas Awam Shodh Sansthan,59,normalized label matched source text
RJ045,Indian Institute of Learning Disabilities and Rehabilitation,Indian Institute of Learning Disabilities and Rehabilitation,59,normalized label matched source text
RJ046,Aoes Teacher Training Centre Vinayak Nagar Jhalawar Road Baran,Aoes Teacher Training Centre Vinayak Nagar Jhalawar Road Baran,59,normalized label matched source text
RJ047,Shivam Special Teacher Training Center,Shivam Special Teacher Training Center,59,normalized label matched source text
RJ048,Tagore Institute of Special Education Bundi,Tagore Institute of Special Education Bundi,59,normalized label matched source text
RJ049,Majisa Special Teacher Training Center,Majisa Special Teacher Training Center,59,normalized label matched source text
RJ050,Shri Baba Ramdev Special Teacher Training Center,Shri Baba Ramdev Special Teacher Training Center,59,normalized label matched source text
RJ051,Shri Rudra Special Teacher Center VPO - Bidasar,Shri Rudra Special Teacher Center VPO - Bidasar,59,normalized label matched source text
RJ052,Lal Bahadur Shastri College,Lal Bahadur Shastri College,59,normalized label matched source text
RJ053,Srijan Manav Shiksha Avam Kalyan Sansthan,Srijan Manav Shiksha Avam Kalyan Sansthan,59,normalized label matched source text
RJ054,S.V.N. Sansthan,S.V.N. Sansthan,59,normalized label matched source text
RJ055,Matra Sneh Sansthan (Previously known as Nehru Adarsh Jan Swasthya Gramin Vikash Sanstha),Matra Sneh Sansthan (Previously known as Nehru Adarsh Jan Swasthya Gramin Vikash Sanstha),59,normalized label matched source text
RJ056,Mansik Viklang Shikshan Prashikshan Kendra,Mansik Viklang Shikshan Prashikshan Kendra,60,normalized label matched source text
RJ057,Rudraksh Educational and Welfare Society,Rudraksh Educational and Welfare Society,60,normalized label matched source text
RJ058,Ganga Vision Teacher Training Institute 142 Sangam Vihar,Ganga Vision Teacher Training Institute 142 Sangam Vihar,60,normalized label matched source text
RJ059,Tapas Shekshik Punarwas and Anusandhan Sansthan,Tapas Shekshik Punarwas and Anusandhan Sansthan,60,normalized label matched source text
RJ060,Divya Jyoti Gyan AVM Samagik Vikas Samiti,Divya Jyoti Gyan AVM Samagik Vikas Samiti,60,normalized label matched source text
RJ061,Kiran Devi Special Teacher Training Centre,Kiran Devi Special Teacher Training Centre,60,normalized label matched source text
RJ062,Jai Shri Balaji Institute of Special Education,Jai Shri Balaji Institute of Special Education,60,normalized label matched source text
RJ063,Creative Hands Society for Education & Health 78/B,Creative Hands Society for Education & Health 78/B,60,normalized label matched source text
RJ064,Prayas Seva Sansthan,Prayas Seva Sansthan,60,normalized label matched source text
RJ065,Mahatma Gandhi Medical College & Hospital Faculty of Medicine -RIICO 19-20 RIICO Institutional Area,Mahatma Gandhi Medical College & Hospital Faculty of Medicine -RIICO 19-20 RIICO Institutional Area,60,normalized label matched source text
RJ066,Apex Institute of Special Education,Apex Institute of Special Education,60,normalized label matched source text
RJ067,Sweet Voice Welfare and Shiksha Society Village- Charanwas,Sweet Voice Welfare and Shiksha Society Village- Charanwas,61,normalized label matched source text
RJ068,Naya Sawera Shakshanik Avam Samajik Vikas Sanstha Plot No. 02,Naya Sawera Shakshanik Avam Samajik Vikas Sanstha Plot No. 02,61,normalized label matched source text
RJ069,Shri Bhayya Shiksha Samiti,Shri Bhayya Shiksha Samiti,61,normalized label matched source text
RJ070,Mata Gujri College of Special Education,Mata Gujri College of Special Education,61,normalized label matched source text
RJ071,Shri Dev Special Teacher Training Center Gulabpura,Shri Dev Special Teacher Training Center Gulabpura,61,normalized label matched source text
RJ072,St. Stephens Teacher Training Center,St. Stephens Teacher Training Center,61,normalized label matched source text
RJ073,Barmer College of Special Education,Barmer College of Special Education,61,normalized label matched source text
RJ074,Shekhawati Shishan Sansthan,Shekhawati Shishan Sansthan,61,normalized label matched source text
RJ075,Shree Jagdish Seva Sansthan Plot No. 487,Shree Jagdish Seva Sansthan Plot No. 487,61,normalized label matched source text
RJ076,Sai Mental Retarded Rsidential School Jhalawar Radi Ke Balaji,Sai Mental Retarded Rsidential School Jhalawar Radi Ke Balaji,61,normalized label matched source text
RJ077,S.S. College of Special Educaiton Chak 22 Lgw (B),S.S. College of Special Educaiton Chak 22 Lgw (B),61,normalized label matched source text
RJ078,Shree Hem Singh Special Teachers Training College,Shree Hem Singh Special Teachers Training College,61,normalized label matched source text
RJ079,Navjeevan Shikshan Sansthan N.H. 52,Navjeevan Shikshan Sansthan N.H. 52,62,normalized label matched source text
RJ080,Mansi Jan Sewa Kalyan Sansthan Jyoti Nagar Hanumangarh Road,Mansi Jan Sewa Kalyan Sansthan Jyoti Nagar Hanumangarh Road,62,normalized label matched source text
RJ081,Shiksha Sanchalan & Chikitsa Prasar Samitee Baniyana Road,Shiksha Sanchalan & Chikitsa Prasar Samitee Baniyana Road,62,normalized label matched source text
RJ082,Rajesh Pilot Smriti Gram Udhyog Shiksha,Rajesh Pilot Smriti Gram Udhyog Shiksha,62,normalized label matched source text
RJ083,Om Shikshan Wa Prashikshan Sansthan Kotkhawada Road,Om Shikshan Wa Prashikshan Sansthan Kotkhawada Road,62,normalized label matched source text
RJ084,Maharana Pratap Vishesh Mahavidhyalaya,Maharana Pratap Vishesh Mahavidhyalaya,62,normalized label matched source text
RJ085,Department of Educaiton,Department of Educaiton,62,normalized label matched source text
RJ086,Little Angel College of Special Education,Little Angel College of Special Education,62,normalized label matched source text
RJ087,Adarsh Gyanoday Vikas Samiti Sort Bazar,Adarsh Gyanoday Vikas Samiti Sort Bazar,62,normalized label matched source text
RJ088,Shree Karani Shekshnik Samajik and Divyang Kalyan samiti 26 Balaji Vihar Extn. 26 Machda Jaipur,Shree Karani Shekshnik Samajik and Divyang Kalyan samiti 26 Balaji Vihar Extn. 26 Machda Jaipur,62,normalized label matched source text
RJ089,Sambal Samiti Near N.K. Public School,Sambal Samiti Near N.K. Public School,62,normalized label matched source text
